,State_name,County_name,pct_Female_No_SP_CEN_2020,pct_Females_CEN_2020,pct_Males_CEN_2020,pct_MrdCple_HHD_CEN_2020,pct_NH_AIAN_alone_CEN_2020,pct_NH_Asian_alone_CEN_2020,pct_NH_Blk_alone_CEN_2020,pct_NH_Multi_Races_CEN_2020,pct_NH_NHOPI_alone_CEN_2020,pct_NH_SOR_alone_CEN_2020,pct_NH_White_alone_CEN_2020,pct_NonFamily_HHD_CEN_2020,pct_Not_MrdCple_HHD_CEN_2020,pct_Owner_Occp_HU_CEN_2020,pct_Pop_18_24_CEN_2020,pct_Pop_25_44_CEN_2020,pct_Pop_45_64_CEN_2020,pct_Pop_5_17_CEN_2020,pct_Pop_65plus_CEN_2020,pct_Pop_under_5_CEN_2020,pct_Rel_Family_HHD_CEN_2020,pct_Renter_Occp_HU_CEN_2020,pct_RURAL_POP_CEN_2020,pct_URBAN_POP_CEN_2020,pct_Sngl_Prns_HHD_CEN_2020,pct_Tot_Occp_Units_CEN_2020,pct_Vacant_Units_CEN_2020,state,county,tract
359,West Virginia,Monongalia County,7.98,49.89,50.11,54.45,0.08,0.00,0.14,2.13,0.00,0.03,97.12,33.16,45.55,86.31,6.42,20.87,31.56,13.82,22.87,4.46,66.84,13.69,100.00,0.00,29.46,93.45,6.55,54,061,011400
360,West Virginia,Monongalia County,10.55,50.85,49.15,51.00,0.09,0.41,2.10,5.34,0.04,0.30,90.32,31.86,49.00,82.64,7.12,27.79,27.19,14.07,17.25,6.58,68.14,17.36,94.78,5.22,25.14,92.71,7.29,54,061,011500
361,West Virginia,Monongalia County,11.22,50.31,49.69,38.27,0.11,7.66,6.83,4.84,0.00,0.72,76.06,45.64,61.73,44.81,18.13,33.08,16.90,15.64,9.32,6.93,54.36,55.19,0.00,100.00,30.07,92.34,7.66,54,061,011601
362,West Virginia,Monongalia County,8.05,50.60,49.40,40.17,0.24,4.30,4.10,4.37,0.00,0.24,83.71,47.59,59.83,55.64,17.88,31.73,18.92,13.68,11.92,5.86,52.41,44.36,42.52,57.48,30.82,87.33,12.67,54,061,011602
363,West Virginia,Monongalia County,8.49,50.66,49.34,58.16,0.09,2.72,2.16,4.91,0.00,0.25,86.91,30.67,41.84,75.68,6.34,25.45,26.66,16.53,18.31,6.71,69.33,24.32,37.99,62.01,24.53,88.26,11.74,54,061,011700
364,West Virginia,Monongalia County,8.51,50.60,49.40,60.42,0.00,1.13,1.13,4.51,0.00,0.13,91.73,26.57,39.58,84.20,7.17,27.48,26.22,17.39,15.49,6.25,73.43,15.80,54.80,45.20,20.91,93.38,6.62,54,061,011803
365,West Virginia,Monongalia County,7.76,50.25,49.75,64.60,0.04,0.86,0.93,3.56,0.04,0.38,92.49,23.94,35.40,88.78,6.32,27.48,25.60,18.69,15.26,6.65,76.06,11.22,92.05,7.95,18.15,91.98,8.02,54,061,011804
366,West Virginia,Monongalia County,10.03,51.35,48.65,56.50,0.07,1.55,1.53,4.55,0.07,0.05,89.96,29.51,43.50,81.95,6.12,26.89,28.17,17.19,14.96,6.66,70.49,18.05,13.28,86.72,22.58,93.22,6.78,54,061,011805
367,West Virginia,Monongalia County,7.63,49.77,50.23,58.40,0.12,2.31,1.21,4.20,0.05,0.36,89.28,30.00,41.60,84.47,6.06,29.26,25.66,17.84,15.13,6.06,70.00,15.53,9.47,90.53,23.07,93.78,6.22,54,061,011806
368,West Virginia,Monongalia County,7.17,49.05,50.95,62.87,0.07,0.77,0.59,4.39,0.00,0.23,92.13,25.68,37.13,88.66,6.67,26.57,28.67,16.92,15.40,5.77,74.32,11.34,92.72,7.28,20.15,91.70,8.30,54,061,011900
369,West Virginia,Monongalia County,7.40,48.78,51.22,40.33,0.11,8.25,3.53,4.85,0.38,0.73,78.77,48.45,59.67,51.49,41.14,19.91,13.36,8.02,13.78,3.78,51.55,48.51,0.00,100.00,36.33,91.51,8.49,54,061,012000
370,West Virginia,Monroe County,8.93,49.36,50.64,52.60,0.38,0.00,0.56,2.70,0.00,0.34,95.08,33.19,47.40,85.88,5.18,19.82,31.68,15.39,23.46,4.47,66.81,14.12,100.00,0.00,28.42,69.48,30.52,54,063,950100
371,West Virginia,Monroe County,7.62,49.64,50.36,52.86,0.23,0.03,1.07,3.50,0.00,0.20,94.29,33.57,47.14,84.52,5.82,18.46,28.85,14.60,28.06,4.22,66.43,15.48,100.00,0.00,28.21,85.45,14.55,54,063,950200
372,West Virginia,Monroe County,9.19,50.99,49.01,53.61,0.12,0.17,0.97,2.65,0.00,0.23,95.13,31.97,46.39,79.22,7.50,22.19,26.67,15.64,22.67,5.33,68.03,20.78,100.00,0.00,27.18,88.58,11.42,54,063,950300
373,West Virginia,Morgan County,9.53,51.15,48.85,56.12,0.13,0.60,0.42,3.89,0.00,0.34,92.97,29.07,43.88,88.98,7.50,18.03,32.52,12.93,25.05,3.97,70.93,11.02,100.00,0.00,24.75,87.57,12.43,54,065,970701
374,West Virginia,Morgan County,9.44,48.64,51.36,54.77,0.04,0.68,0.93,4.33,0.00,0.21,92.78,29.72,45.23,87.85,6.88,22.07,30.26,15.45,19.86,5.48,70.28,12.15,100.00,0.00,22.99,84.20,15.80,54,065,970702
375,West Virginia,Morgan County,12.69,52.04,47.96,41.56,0.40,0.29,0.60,3.32,0.00,0.57,93.57,39.43,58.44,67.59,6.40,23.21,27.44,15.55,23.49,3.92,60.57,32.41,100.00,0.00,32.28,86.27,13.73,54,065,970800
376,West Virginia,Morgan County,10.41,48.55,51.45,49.86,0.21,0.38,0.71,4.07,0.00,0.04,93.33,33.24,50.14,86.25,6.12,18.78,31.19,12.37,27.04,4.49,66.76,13.75,100.00,0.00,27.41,58.95,41.05,54,065,970900
377,West Virginia,Morgan County,7.76,48.80,51.20,53.35,0.00,0.62,0.49,4.20,0.00,0.20,93.27,33.08,46.65,84.78,5.37,21.08,29.54,12.46,26.58,4.98,66.92,15.22,100.00,0.00,25.70,80.23,19.77,54,065,971001
378,West Virginia,Morgan County,9.94,49.51,50.49,51.66,0.26,0.31,0.88,3.33,0.00,0.42,92.87,32.64,48.34,83.80,7.13,19.94,30.35,13.59,24.15,4.84,67.36,16.20,100.00,0.00,26.13,77.03,22.97,54,065,971002
379,West Virginia,Nicholas County,10.24,50.19,49.81,54.37,0.16,0.25,0.13,3.03,0.13,0.09,95.33,29.24,45.63,82.19,5.62,22.78,29.24,16.88,21.04,4.45,70.76,17.81,100.00,0.00,24.74,86.03,13.97,54,067,950100
380,West Virginia,Nicholas County,10.44,49.65,50.35,48.45,0.29,0.57,0.41,3.65,0.00,0.21,93.68,36.31,51.55,77.99,6.40,22.69,29.42,13.75,23.02,4.72,63.69,22.01,100.00,0.00,31.14,81.39,18.61,54,067,950201
381,West Virginia,Nicholas County,11.74,52.73,47.27,43.11,0.18,0.74,0.21,2.88,0.08,0.00,95.01,41.36,56.89,67.87,6.55,22.93,27.13,14.69,24.07,4.62,58.64,32.13,100.00,0.00,36.68,91.02,8.98,54,067,950202
382,West Virginia,Nicholas County,13.29,50.74,49.26,50.42,0.35,0.00,0.09,3.51,0.00,0.00,95.09,30.17,49.58,81.86,8.59,19.81,31.73,14.37,21.12,4.38,69.83,18.14,100.00,0.00,24.47,86.03,13.97,54,067,950300
383,West Virginia,Nicholas County,12.38,50.40,49.60,47.59,0.24,0.07,0.33,3.19,0.00,0.02,95.58,34.04,52.41,80.11,6.96,21.51,28.56,15.42,22.66,4.88,65.96,19.89,100.00,0.00,29.78,89.92,10.08,54,067,950400
384,West Virginia,Nicholas County,13.34,49.11,50.89,38.23,0.00,0.29,0.64,2.93,0.00,0.07,95.92,43.78,61.77,73.61,7.73,18.04,29.92,12.38,28.85,3.08,56.22,26.39,100.00,0.00,37.03,71.64,28.36,54,067,950500
385,West Virginia,Nicholas County,9.44,50.93,49.07,52.41,0.17,0.17,0.08,2.05,0.00,0.02,96.86,33.19,47.59,85.21,6.19,20.15,29.75,15.43,24.35,4.14,66.81,14.79,100.00,0.00,28.90,85.26,14.74,54,067,950600
386,West Virginia,Nicholas County,9.51,50.70,49.30,52.58,0.06,0.22,0.15,2.82,0.00,0.12,96.31,33.69,47.42,83.40,5.17,22.11,29.73,14.77,22.61,5.61,66.31,16.60,100.00,0.00,29.54,81.04,18.96,54,067,950700
387,West Virginia,Ohio County,13.67,51.83,48.17,39.99,0.00,0.33,2.07,5.48,0.00,0.27,89.65,41.44,60.01,69.06,6.82,25.40,25.67,14.86,22.29,4.96,58.56,30.94,100.00,0.00,36.33,88.51,11.49,54,069,000200
388,West Virginia,Ohio County,14.19,50.84,49.16,40.83,0.12,1.20,7.33,5.41,0.00,0.42,83.53,40.43,59.17,61.45,8.71,25.12,28.37,14.78,17.73,5.29,59.57,38.55,0.00,100.00,33.47,89.68,10.32,54,069,000300
389,West Virginia,Ohio County,12.10,51.98,48.02,15.84,0.84,0.63,12.42,6.26,0.00,0.31,77.56,67.44,84.16,26.33,8.04,24.01,32.99,7.83,22.65,4.49,32.56,73.67,2.30,97.70,59.25,75.74,24.26,54,069,000400
390,West Virginia,Ohio County,18.97,49.23,50.77,33.28,0.07,0.59,7.43,8.98,0.00,0.88,80.13,41.55,66.72,56.03,7.65,26.20,27.01,16.11,17.88,5.15,58.45,43.97,0.00,100.00,32.59,79.67,20.33,54,069,000500
391,West Virginia,Ohio County,22.60,51.51,48.49,26.68,0.00,1.46,13.07,8.68,0.00,0.59,74.24,41.83,73.32,46.87,7.41,25.76,25.17,21.56,12.88,7.22,58.17,53.13,0.00,100.00,35.10,71.48,28.52,54,069,000600
392,West Virginia,Ohio County,15.66,49.72,50.28,19.28,0.23,1.59,22.53,7.85,0.11,0.68,64.51,60.96,80.72,37.59,5.57,25.71,26.96,20.71,15.02,6.03,39.04,62.41,0.00,100.00,54.22,80.58,19.42,54,069,000700
393,West Virginia,Ohio County,12.89,49.43,50.57,42.91,0.00,0.66,0.98,3.52,0.00,0.00,93.69,38.12,57.09,79.01,7.46,23.77,29.59,12.30,21.15,5.74,61.88,20.99,0.00,100.00,31.49,86.46,13.54,54,069,001300
394,West Virginia,Ohio County,8.54,53.49,46.51,31.32,0.03,1.01,5.12,3.50,0.07,0.61,88.25,56.51,68.68,52.31,16.03,20.01,21.86,10.95,27.85,3.30,43.49,47.69,0.00,100.00,51.39,89.83,10.17,54,069,001400
395,West Virginia,Ohio County,9.10,50.21,49.79,48.13,0.26,1.51,3.32,4.68,0.04,0.00,88.21,36.94,51.87,73.07,7.93,22.52,26.11,15.75,23.88,3.82,63.06,26.93,3.44,96.56,31.03,89.64,10.36,54,069,001500
396,West Virginia,Ohio County,8.08,53.91,46.09,43.61,0.17,1.64,1.69,2.68,0.17,0.13,92.17,44.71,56.39,64.97,5.92,19.07,22.87,14.35,34.41,3.37,55.29,35.03,0.30,99.70,38.82,87.89,12.11,54,069,001600
397,West Virginia,Ohio County,9.47,52.71,47.29,49.16,0.00,2.32,1.01,3.63,0.00,0.12,91.72,38.13,50.84,86.77,5.00,21.38,26.68,14.65,27.93,4.35,61.87,13.23,2.74,97.26,32.81,94.83,5.17,54,069,001700
398,West Virginia,Ohio County,13.66,52.82,47.18,39.87,0.08,0.82,3.83,4.62,0.08,0.27,88.87,40.43,60.13,70.91,7.32,22.67,27.27,15.40,22.46,4.88,59.57,29.09,2.25,97.75,35.04,91.05,8.95,54,069,001800
399,West Virginia,Ohio County,9.01,52.51,47.49,51.24,0.39,0.82,1.01,3.39,0.00,0.19,92.75,34.98,48.76,79.77,6.16,23.00,26.90,14.00,24.52,5.42,65.02,20.23,0.00,100.00,29.42,92.33,7.67,54,069,001901
400,West Virginia,Ohio County,10.03,51.06,48.94,57.48,0.08,0.51,1.24,3.84,0.14,0.26,92.93,28.36,42.52,81.31,7.98,21.41,27.33,15.83,22.21,5.24,71.64,18.69,100.00,0.00,24.34,92.82,7.18,54,069,002000
401,West Virginia,Ohio County,6.32,52.55,47.45,51.70,0.23,0.47,1.59,3.07,0.03,0.55,92.80,35.58,48.30,75.23,32.87,16.20,20.59,12.14,14.64,3.56,64.42,24.77,90.67,9.33,26.27,83.37,16.63,54,069,002100
402,West Virginia,Ohio County,9.94,48.23,51.77,48.09,0.22,1.09,1.31,3.24,0.00,0.07,92.89,37.13,51.91,66.36,7.51,23.51,29.31,16.15,19.32,4.19,62.87,33.64,73.46,26.54,30.93,83.53,16.47,54,069,002200
403,West Virginia,Ohio County,18.90,50.72,49.28,23.36,0.27,0.50,4.98,9.01,0.00,0.32,83.83,52.61,76.64,41.31,8.65,25.14,27.49,15.58,17.53,5.62,47.39,58.69,0.00,100.00,43.78,78.12,21.88,54,069,002600
404,West Virginia,Ohio County,9.44,42.97,57.03,12.05,0.30,1.10,11.55,3.11,0.00,0.60,80.22,75.70,87.95,16.47,6.73,35.54,30.52,7.23,17.47,2.51,24.30,83.53,0.00,100.00,66.06,74.00,26.00,54,069,002700
405,West Virginia,Pendleton County,7.57,49.22,50.78,49.53,0.14,0.00,0.35,1.41,0.14,0.00,97.03,36.59,50.47,86.28,4.53,18.74,30.69,13.65,28.43,3.96,63.41,13.72,100.00,0.00,32.65,73.13,26.87,54,071,970400
406,West Virginia,Pendleton County,8.77,50.95,49.05,48.36,0.16,0.00,1.88,2.68,0.00,0.32,94.21,37.91,51.64,82.47,5.14,19.04,27.84,12.74,31.59,3.65,62.09,17.53,100.00,0.00,31.99,76.74,23.26,54,071,970500
407,West Virginia,Pendleton County,6.50,48.72,51.28,54.36,0.00,0.00,1.10,2.75,0.00,0.18,94.68,33.33,45.64,79.53,6.30,17.36,29.77,11.92,29.16,5.50,66.67,20.47,100.00,0.00,26.83,71.23,28.77,54,071,970600
408,West Virginia,Pleasants County,8.82,39.97,60.03,58.29,0.38,0.23,2.22,2.60,0.00,0.20,93.87,27.63,41.71,88.59,7.04,26.36,30.69,11.62,20.15,4.15,72.37,11.41,100.00,0.00,23.35,88.77,11.23,54,073,962100
409,West Virginia,Pleasants County,11.89,50.71,49.29,49.26,0.21,0.21,0.45,3.36,0.00,0.07,94.61,34.47,50.74,76.11,7.81,22.73,27.22,15.68,21.00,5.56,65.53,23.89,100.00,0.00,29.35,90.39,9.61,54,073,962200
410,West Virginia,Pocahontas County,7.13,48.53,51.47,56.44,0.26,0.17,0.17,3.46,0.00,0.52,94.29,31.29,43.56,86.73,5.71,18.69,30.45,13.84,26.30,5.02,68.71,13.27,100.00,0.00,26.93,62.19,37.81,54,075,960101
411,West Virginia,Pocahontas County,6.44,47.69,52.31,45.27,0.17,0.26,0.43,2.40,0.00,0.26,94.86,40.53,54.73,80.11,5.05,22.52,30.31,14.04,24.32,3.77,59.47,19.89,100.00,0.00,34.66,24.02,75.98,54,075,960102
412,West Virginia,Pocahontas County,8.63,50.19,49.81,42.43,0.27,0.16,0.33,2.89,0.00,0.22,94.93,41.73,57.57,78.96,7.19,20.16,31.44,12.37,24.52,4.31,58.27,21.04,100.00,0.00,34.16,64.14,35.86,54,075,960201
413,West Virginia,Pocahontas County,9.03,52.47,47.53,45.83,0.19,0.06,0.31,2.53,0.00,0.43,94.88,40.36,54.17,80.03,6.60,18.58,27.84,12.04,29.14,5.80,59.64,19.97,100.00,0.00,36.80,63.84,36.16,54,075,960202
414,West Virginia,Pocahontas County,9.65,44.74,55.26,45.88,0.48,0.00,1.58,1.77,0.00,0.24,94.64,37.29,54.12,83.29,7.80,21.67,28.28,11.58,26.70,3.97,62.71,16.71,100.00,0.00,33.41,64.35,35.65,54,075,960300
415,West Virginia,Preston County,8.47,26.84,73.16,55.37,0.91,0.36,40.05,1.16,0.02,0.00,48.52,26.55,44.63,79.97,5.54,54.81,25.09,6.08,6.40,2.08,73.45,20.03,100.00,0.00,19.22,89.50,10.50,54,077,963801
416,West Virginia,Preston County,8.29,48.57,51.43,54.79,0.12,0.21,0.25,3.62,0.06,0.00,94.48,32.01,45.21,82.41,6.22,23.29,28.90,14.40,21.76,5.42,67.99,17.59,100.00,0.00,26.39,86.42,13.58,54,077,963802
417,West Virginia,Preston County,10.35,50.50,49.50,51.18,0.05,0.12,0.25,3.57,0.02,0.12,95.15,33.12,48.82,79.24,6.72,23.80,28.30,15.14,20.60,5.44,66.88,20.76,100.00,0.00,27.65,90.47,9.53,54,077,963900
418,West Virginia,Preston County,13.43,52.31,47.69,46.10,0.02,0.30,0.49,4.08,0.00,0.07,94.02,35.61,53.90,70.80,6.95,22.97,26.38,15.08,22.67,5.96,64.39,29.20,100.00,0.00,29.68,86.88,13.13,54,077,964000
419,West Virginia,Preston County,6.09,49.73,50.27,58.30,0.05,0.00,0.19,2.68,0.00,0.05,96.25,30.23,41.70,90.44,5.89,22.92,28.76,16.30,21.02,5.11,69.77,9.56,100.00,0.00,24.49,82.79,17.21,54,077,964101
420,West Virginia,Preston County,11.92,51.55,48.45,41.36,0.09,0.00,1.03,2.63,0.00,0.85,93.98,40.89,58.64,72.90,6.40,22.86,25.87,16.37,22.86,5.64,59.11,27.10,100.00,0.00,35.51,87.17,12.83,54,077,964102
421,West Virginia,Preston County,9.60,49.11,50.89,55.18,0.07,0.20,0.13,2.31,0.00,0.13,96.17,30.49,44.82,87.50,5.68,17.85,28.68,13.35,31.26,3.17,69.51,12.50,100.00,0.00,26.83,61.42,38.58,54,077,964103
422,West Virginia,Preston County,8.97,50.13,49.87,52.10,0.13,0.03,0.32,2.13,0.00,0.24,96.15,33.33,47.90,79.71,6.73,21.47,30.14,14.53,21.74,5.38,66.67,20.29,100.00,0.00,27.04,83.62,16.38,54,077,964200
423,West Virginia,Preston County,10.49,50.80,49.20,52.40,0.12,0.12,0.42,2.94,0.02,0.02,95.41,32.06,47.60,83.76,5.92,24.38,27.49,16.26,21.02,4.93,67.94,16.24,100.00,0.00,26.49,90.70,9.30,54,077,964300
424,West Virginia,Preston County,9.31,50.08,49.92,50.61,0.03,0.10,0.19,3.90,0.00,0.22,95.05,33.36,49.39,83.89,6.03,22.72,29.58,15.46,20.60,5.62,66.64,16.11,100.00,0.00,28.24,89.18,10.82,54,077,964400
425,West Virginia,Preston County,9.28,50.88,49.12,53.80,0.20,0.00,0.31,3.38,0.00,0.00,95.32,30.74,46.20,85.94,5.78,20.72,28.20,15.02,24.50,5.78,69.26,14.06,100.00,0.00,26.34,83.10,16.90,54,077,964500
426,West Virginia,Putnam County,10.04,50.40,49.60,53.02,0.10,0.12,0.28,2.55,0.00,0.24,96.12,30.37,46.98,85.31,7.68,21.43,30.97,14.93,20.36,4.63,69.63,14.69,66.18,33.82,26.31,90.79,9.21,54,079,020100
427,West Virginia,Putnam County,11.59,50.31,49.69,52.74,0.19,0.45,0.23,3.34,0.00,0.09,94.48,30.32,47.26,83.15,6.46,21.82,28.65,17.51,21.20,4.35,69.68,16.85,59.35,40.65,25.83,90.52,9.48,54,079,020200
428,West Virginia,Putnam County,8.55,50.51,49.49,62.58,0.07,0.79,1.02,3.05,0.00,0.25,93.92,23.78,37.42,86.31,7.07,22.17,29.76,19.39,17.47,4.14,76.22,13.69,87.64,12.36,20.80,91.60,8.40,54,079,020300
429,West Virginia,Putnam County,10.17,50.93,49.07,56.44,0.15,0.84,1.36,3.62,0.01,0.27,92.42,28.56,43.56,84.29,7.61,23.16,27.91,17.68,18.41,5.22,71.44,15.71,44.34,55.66,24.76,94.68,5.32,54,079,020400
430,West Virginia,Putnam County,13.16,51.00,49.00,47.24,0.29,0.08,1.33,3.56,0.00,0.22,92.88,33.21,52.76,78.42,8.30,23.48,28.27,15.95,18.85,5.15,66.79,21.58,13.55,86.45,27.60,90.58,9.42,54,079,020500
431,West Virginia,Putnam County,8.99,51.97,48.03,52.18,0.15,2.31,0.90,3.54,0.00,0.20,90.74,35.47,47.82,72.88,6.83,24.20,26.40,15.63,21.56,5.38,64.53,27.12,2.29,97.71,30.68,91.92,8.08,54,079,020601
432,West Virginia,Putnam County,13.75,53.19,46.81,54.29,0.03,2.12,5.10,5.65,0.00,0.35,85.16,26.16,45.71,73.66,7.21,23.16,24.03,19.42,20.35,5.83,73.84,26.34,0.00,100.00,22.68,95.97,4.03,54,079,020604
433,West Virginia,Putnam County,9.58,51.07,48.93,62.33,0.00,2.04,0.81,3.97,0.00,0.18,91.67,24.90,37.67,82.26,7.75,24.55,26.27,19.13,17.13,5.17,75.10,17.74,0.00,100.00,21.47,96.19,3.81,54,079,020606
434,West Virginia,Putnam County,10.34,51.36,48.64,53.56,0.06,2.48,1.49,4.06,0.06,0.73,89.54,30.79,46.44,74.08,6.72,24.92,25.07,18.40,19.46,5.43,69.21,25.92,0.00,100.00,26.59,93.16,6.84,54,079,020607
435,West Virginia,Putnam County,13.25,50.93,49.07,52.55,0.14,0.76,1.42,3.90,0.08,0.33,92.01,29.42,47.45,74.64,7.72,26.61,23.75,18.44,17.27,6.22,70.58,25.36,0.00,100.00,25.00,93.44,6.56,54,079,020608
436,West Virginia,Putnam County,12.00,49.82,50.18,51.19,0.32,0.61,0.58,3.30,0.00,0.35,92.38,32.19,48.81,76.87,7.56,25.81,27.25,16.65,17.16,5.57,67.81,23.13,58.69,41.31,25.83,91.89,8.11,54,079,020609
437,West Virginia,Putnam County,9.62,50.19,49.81,57.53,0.14,0.26,0.42,2.74,0.00,0.19,95.07,26.76,42.47,88.41,6.54,22.56,28.41,18.45,19.63,4.41,73.24,11.59,57.41,42.59,22.52,91.83,8.17,54,079,020700
438,West Virginia,Raleigh County,18.24,50.48,49.52,26.12,0.12,1.34,29.95,5.85,0.03,0.54,59.52,49.27,73.88,47.41,12.86,24.46,25.12,14.50,17.99,5.07,50.73,52.59,0.00,100.00,40.43,77.50,22.50,54,081,000200
439,West Virginia,Raleigh County,16.65,52.48,47.52,33.24,0.41,0.63,20.92,5.62,0.08,0.51,70.11,45.50,66.76,59.11,6.79,23.33,28.14,15.37,21.38,4.99,54.50,40.89,10.16,89.84,38.94,87.68,12.32,54,081,000300
440,West Virginia,Raleigh County,16.74,50.00,50.00,30.42,0.30,1.60,21.64,6.09,0.21,0.24,67.48,45.14,69.58,57.92,12.00,26.79,22.88,15.10,18.57,4.67,54.86,42.08,0.00,100.00,39.01,85.22,14.78,54,081,000400
441,West Virginia,Raleigh County,10.60,53.30,46.70,41.17,0.00,5.10,6.66,4.34,0.00,0.18,81.78,43.74,58.83,57.50,6.57,22.92,26.38,14.97,24.35,4.81,56.26,42.50,0.00,100.00,39.21,90.96,9.04,54,081,000500
442,West Virginia,Raleigh County,17.99,52.59,47.41,34.01,0.23,0.66,13.85,6.17,0.00,0.11,76.30,42.72,65.99,56.87,7.07,26.12,25.26,16.94,18.19,6.42,57.28,43.13,0.00,100.00,34.27,88.32,11.68,54,081,000600
443,West Virginia,Raleigh County,15.06,51.72,48.28,44.93,0.27,0.48,3.95,4.36,0.00,0.17,89.79,34.54,55.07,73.03,7.35,24.51,25.57,17.26,19.85,5.45,65.46,26.97,14.88,85.12,28.99,88.78,11.22,54,081,000700
444,West Virginia,Raleigh County,10.19,34.78,65.22,59.17,0.26,0.16,19.43,1.99,0.00,0.13,75.36,26.41,40.83,86.45,8.81,38.15,24.03,10.52,15.43,3.05,73.59,13.55,98.36,1.64,21.81,88.55,11.45,54,081,000802
445,West Virginia,Raleigh County,10.09,50.87,49.13,59.61,0.17,2.02,1.23,3.12,0.00,0.15,92.04,25.99,40.39,85.91,5.88,22.13,26.98,18.60,21.51,4.90,74.01,14.09,52.67,47.33,22.63,88.94,11.06,54,081,000803
446,West Virginia,Raleigh County,12.45,51.99,48.01,46.37,0.19,0.33,0.94,3.85,0.00,0.35,92.86,35.48,53.63,77.25,6.99,22.82,25.63,17.83,22.20,4.53,64.52,22.75,41.09,58.91,31.46,88.14,11.86,54,081,000804
447,West Virginia,Raleigh County,11.39,49.30,50.70,55.31,0.09,0.22,0.66,2.91,0.00,0.09,95.37,27.79,44.69,85.40,7.11,20.55,28.54,16.35,22.45,4.99,72.21,14.60,100.00,0.00,24.13,87.16,12.84,54,081,000900
448,West Virginia,Raleigh County,12.64,51.28,48.72,49.58,0.02,0.34,0.80,3.06,0.00,0.06,94.67,31.90,50.42,81.93,7.46,21.73,27.40,14.48,23.94,4.99,68.10,18.07,20.36,79.64,27.31,90.85,9.15,54,081,001001
449,West Virginia,Raleigh County,15.45,50.81,49.19,41.25,0.07,0.50,1.33,3.69,0.00,0.11,93.26,37.63,58.75,70.25,7.71,23.31,24.02,16.06,23.13,5.77,62.37,29.75,22.95,77.05,32.79,88.64,11.36,54,081,001002
450,West Virginia,Raleigh County,12.38,48.56,51.44,55.53,0.21,0.11,1.47,3.29,0.00,0.04,94.30,26.31,44.47,85.19,7.77,22.70,25.75,17.23,20.95,5.60,73.69,14.81,97.39,2.61,22.09,88.00,12.00,54,081,001100
451,West Virginia,Raleigh County,11.52,49.77,50.23,52.79,0.34,0.17,0.22,2.26,0.00,0.19,95.91,29.43,47.21,83.33,6.50,20.64,28.08,18.69,21.68,4.40,70.57,16.67,100.00,0.00,25.90,83.15,16.85,54,081,001200
452,West Virginia,Raleigh County,12.20,52.21,47.79,52.62,0.04,1.40,4.89,4.18,0.09,0.11,87.68,30.98,47.38,80.09,6.63,21.97,25.65,15.70,24.62,5.43,69.02,19.91,23.93,76.07,26.93,86.59,13.41,54,081,001300
453,West Virginia,Raleigh County,16.59,52.27,47.73,43.34,0.18,0.96,3.68,4.94,0.02,0.28,88.07,34.50,56.66,66.08,10.31,23.18,26.33,14.66,19.05,6.49,65.50,33.92,41.88,58.12,29.87,89.95,10.05,54,081,001400
454,West Virginia,Raleigh County,14.32,52.52,47.48,45.28,0.15,3.39,7.28,4.33,0.00,0.47,82.62,36.06,54.72,78.26,7.11,19.38,28.01,15.54,25.74,4.23,63.94,21.74,24.69,75.31,32.99,90.65,9.35,54,081,001500
455,West Virginia,Randolph County,9.67,47.58,52.42,55.42,0.08,0.13,0.36,3.32,0.00,0.23,94.85,29.89,44.58,84.72,7.10,27.66,27.09,14.01,20.10,4.04,70.11,15.28,100.00,0.00,25.24,83.49,16.51,54,083,965900
456,West Virginia,Randolph County,11.21,53.00,47.00,42.10,0.17,0.67,1.16,4.36,0.00,0.17,92.15,42.91,57.90,65.50,6.58,21.25,25.56,12.36,29.46,4.79,57.09,34.50,24.89,75.11,37.04,89.66,10.34,54,083,966000
457,West Virginia,Randolph County,14.83,51.17,48.83,32.11,0.44,1.01,3.70,3.86,0.03,0.24,88.87,48.03,67.89,51.22,20.05,22.63,22.20,13.19,17.11,4.82,51.97,48.78,0.00,100.00,39.66,81.08,18.92,54,083,966100
458,West Virginia,Randolph County,12.07,49.50,50.50,45.03,0.14,0.22,0.84,4.09,0.00,0.45,92.71,36.54,54.97,73.61,7.04,21.34,28.80,14.61,22.55,5.66,63.46,26.39,52.33,47.67,29.91,89.66,10.34,54,083,966200
459,West Virginia,Randolph County,9.38,48.21,51.79,53.26,0.22,0.00,0.04,3.44,0.00,0.30,95.19,31.89,46.74,87.14,5.59,19.90,29.60,14.69,25.12,5.11,68.11,12.86,100.00,0.00,25.98,73.45,26.55,54,083,966300
460,West Virginia,Randolph County,12.63,51.01,48.99,48.96,0.23,0.31,0.47,2.79,0.00,0.24,95.22,33.38,51.04,73.67,6.25,20.48,28.07,15.86,24.21,5.13,66.63,26.33,54.72,45.28,27.46,89.42,10.58,54,083,966400
461,West Virginia,Randolph County,9.02,35.14,64.86,51.81,0.14,0.00,4.00,1.76,0.00,0.52,92.88,31.43,48.19,80.34,6.02,32.79,28.60,11.31,17.24,4.05,68.57,19.66,100.00,0.00,26.03,77.71,22.29,54,083,966500
462,West Virginia,Ritchie County,10.35,49.40,50.60,51.61,0.03,0.15,0.09,2.71,0.09,0.12,95.96,32.38,48.39,83.57,6.90,21.37,29.77,14.88,21.34,5.75,67.62,16.43,100.00,0.00,28.18,89.15,10.85,54,085,962300
