,attributes.OID,attributes.OBJECTID,attributes.BASENAME,attributes.PREDIR,attributes.PREDIRABRV,attributes.PREQUAL,attributes.PREQUALABRV,attributes.PRETYP,attributes.PRETYPEABRV,attributes.RTTYP,attributes.SUFDIR,attributes.SUFDIRABRV,attributes.SUFQUAL,attributes.SUFQUALABRV,attributes.SUFTYP,attributes.SUFTYPEABRV,attributes.NAME,attributes.MTFCC,geometry
122,1105319759182,190518,67,,,,,586.0,State Rte,S,,,,,,,State Rte 67,S1200,"LINESTRING (-73.96493700003091 40.85975700025301, -73.96475899975566 40.85994199998467, -73.96462900005932 40.86009600003192, -73.96449099996707 40.86033499972705, -73.9643160000649 40.860578000221544, -73.96405400012405 40.86096800005746, -73.96384800025976 40.86124699992121, -73.96366300031181 40.86164100013296, -73.96362399995375 40.861858999867195, -73.9633949996249 40.86244200025902, -73.96334799976923 40.86253900004418, -73.96324599966198 40.862852000140165)"
123,110425921674,42667,Jackson,,,,,,,M,,,,,125.0,Ave,Jackson Ave,S1200,"LINESTRING (-73.95421300020398 40.74162299975244, -73.95406699971579 40.74173999991356, -73.95380399995007 40.74193499972472, -73.9527570000117 40.74247599980267, -73.95192000013562 40.742922999963994, -73.95182999972393 40.74299000001098, -73.9517999995867 40.7430149999503, -73.95140700012462 40.74318500024109, -73.95122800002449 40.74327099968626, -73.95070999999061 40.743538000309805, -73.94967899994579 40.74408200033354, -73.94858699980156 40.74462399974539, -73.94852300022747 40.744659000295215, -73.94814900013365 40.74482800000733, -73.94745000034982 40.74510699985286, -73.94654300015354 40.74547100012131, -73.94618599977817 40.74561299996253, -73.94565000020096 40.74581799967782, -73.9448929997925 40.74611700010491, -73.94424199968924 40.74639000009016, -73.94400999988567 40.74648299979931, -73.94376499966327 40.74658100018635, -73.94321999986522 40.74679500011282, -73.94238200016424 40.747121999904316, -73.9420699999947 40.74723500026599, -73.94145800024951 40.747457999832115, -73.9412809997992 40.747509000164946, -73.94067900009975 40.74773799994967, -73.94061499962733 40.7477609999944, -73.93973699974335 40.74806600027958, -73.93917400040198 40.74827800005536, -73.93891599976081 40.74837000012014, -73.93790399998252 40.74873200010091, -73.93765999958505 40.748819999979, -73.93755599982798 40.748856999800125, -73.9373950001695 40.748914000091325)"
124,1104980314512,185944,Harlem River,,,,,,,M,,,,,247.0,Dr,Harlem River Dr,S1200,"LINESTRING (-73.93104200039416 40.8041269996638, -73.93107500000613 40.80409100026161, -73.93114799980106 40.80405699997713)"
125,1104977819211,185848,Broadway,,,,,,,M,,,,,,,Broadway,S1200,"LINESTRING (-73.91464500030916 40.87079099999339, -73.91458800040775 40.87083300007829, -73.91408999956705 40.87119500032055, -73.91387500038023 40.871349999927915, -73.91336700039211 40.87176699970875, -73.91272200013663 40.87233099972511, -73.91223199969187 40.872734000273326, -73.91178399997823 40.873123999848744, -73.91157700028899 40.87327099994426, -73.91149299972508 40.873334999962395, -73.91065400019916 40.87397500013756, -73.91053200000043 40.87406600010052, -73.9104590002055 40.87412300025245, -73.91027000005961 40.87427199990548, -73.90973199993428 40.874632999821415, -73.90837700002432 40.87568300026785, -73.90822800006141 40.87580300020941, -73.9080730002507 40.875919999722264, -73.90791300041715 40.876031999816924, -73.90774799966239 40.87613899983956, -73.90757799978307 40.87624200033276, -73.90740000040616 40.876341999794384, -73.90728099968216 40.87640200021392, -73.90722999962851 40.87642700020289)"
126,1104977803518,185838,Broadway,,,,,,,M,,,,,,,Broadway,S1200,"LINESTRING (-73.90722999962851 40.87642700020289, -73.90672400018855 40.87671899999964, -73.90638000023196 40.87690499972435, -73.90609800019966 40.87706599986748)"
127,1104977819223,185851,Broadway,,,,,,,M,,,,,,,Broadway,S1200,"LINESTRING (-73.90705800009938 40.87646699975801, -73.90669400005132 40.87667099989817, -73.906376000034 40.87680600026455, -73.90609800019966 40.87706599986748)"
128,1104977819221,185850,Broadway,,,,,,,M,,,,,,,Broadway,S1200,"LINESTRING (-73.90609800019966 40.87706599986748, -73.9056570001587 40.87770599997319, -73.90521699994265 40.87831400004775, -73.90478699977231 40.87892400024811, -73.90440900037888 40.87946000018022, -73.90393700037576 40.88013400024494, -73.90356199955872 40.8806519999092, -73.90343400041051 40.88082199973632, -73.90282199976701 40.88168700022375, -73.90158700040598 40.883482000011185, -73.90104300043286 40.88437099968104, -73.90064699969943 40.8850989997257, -73.90036899986507 40.88563200013786, -73.90023999999366 40.88587799992505, -73.90018200026732 40.885972999951505)"
129,1105643451203,196330,56th,,,,,,,M,,,,,125.0,Ave,56th Ave,S1200,"LINESTRING (-73.87471800038914 40.73466699988079, -73.87477000026766 40.73462799978725)"
130,1108311185166,228611,25A,,,,,586.0,State Rte,S,,,,,,,State Rte 25A,S1200,"LINESTRING (-73.91468499959383 40.75366699995486, -73.91446700003392 40.75366100003304, -73.9135420002943 40.75346900020785, -73.91256999980068 40.75330399996824, -73.91067099991761 40.752988999920376, -73.91045099980958 40.7529609999951, -73.91023099970155 40.75297699995383, -73.9075939996766 40.7532219998618, -73.90690900013647 40.75328499977003, -73.90668499983049 40.75330799993763, -73.90611699956793 40.753378999694846, -73.90586399984792 40.753403999811795, -73.90491700036699 40.7535049998345, -73.90392300013205 40.75361099998311, -73.90298900017159 40.75370799974628, -73.90247199996264 40.75376299999112, -73.90212100033337 40.75380100010891, -73.90121300031217 40.75390200020909, -73.90030299974285 40.7539909996918, -73.89957299999688 40.754064000042575, -73.8991810003597 40.75410999983094, -73.89876299988497 40.75414900007033, -73.89873799977062 40.75415400030877, -73.89854199995203 40.75417399989775, -73.89792400035907 40.75423999985957, -73.89750099986144 40.75428099997814, -73.89679899970457 40.75435799991672, -73.89652199969514 40.754389000202664, -73.89559000028281 40.754484999876865, -73.89466100034521 40.754583000039304, -73.89373400005745 40.75468100005728, -73.8928029995717 40.75477800030086, -73.89188100020512 40.754872999784844, -73.89094800006957 40.754974000297935, -73.89001300028418 40.75507100011397, -73.88908799964624 40.75516999971719, -73.88815700005883 40.755266000305134, -73.88722800012123 40.755362999695194, -73.88629800035874 40.75546000030465, -73.88536699987299 40.75555700009209, -73.8844389997603 40.755656999949316, -73.88430999988887 40.75566999972919, -73.88350700034798 40.755754999745086, -73.8834110000885 40.75576499997999, -73.88257900023528 40.75585399969072, -73.88233099963988 40.75587999985133, -73.88183000022275 40.75593200014198, -73.88164799974956 40.75595199987658, -73.88071899981196 40.756049000307144, -73.87978900004946 40.75614700020555, -73.87886099993676 40.75624100016675, -73.87793000034935 40.75633899978214, -73.87699800003871 40.756438999824056, -73.87606800027622 40.75653600022447, -73.8751390003386 40.756634000085455, -73.87420799985289 40.756731999801985, -73.87365700020707 40.756804000265454, -73.87311099968579 40.75685099979819, -73.87260299969768 40.756903000009856, -73.87221899955813 40.75694300024966, -73.87132399995573 40.75703600016983, -73.87041400028471 40.7571320001046, -73.86950299989047 40.75722799990079, -73.86848400043948 40.75733499982916, -73.86746300044038 40.75744200026584, -73.86734500043961 40.757454000106904, -73.8665699995895 40.7575359997569, -73.86567400016217 40.757629999795505, -73.86461999965279 40.75769399987599, -73.86371500000463 40.75772600023342, -73.86280699998343 40.75775900016053, -73.86190599963496 40.75779500018609, -73.86099900033697 40.757824999965656, -73.86046200003655 40.75784400022733, -73.85992700028424 40.75786400006714, -73.85951300000747 40.757878999943074, -73.8588889996684 40.75790000003584, -73.85856099960534 40.757911999794224, -73.85775300004155 40.758027000034275, -73.85695200015049 40.758132999777565, -73.85560800011119 40.758305000041254, -73.8554039998967 40.75834000019474, -73.85535399966797 40.758393999753814, -73.85497299990148 40.75841900002622, -73.85463999981555 40.75846599977808, -73.85453000021067 40.75846700003304, -73.85396500032117 40.758452999864545, -73.85283299999398 40.758314000315785, -73.85258299974872 40.758282999818725, -73.8522789999751 40.75824399996306, -73.85198900044519 40.75821199985504, -73.85175799956819 40.758200999729304, -73.85143799990105 40.7582069999218, -73.85113999997523 40.7582299997476, -73.85073300026946 40.758280999983725, -73.85053599972765 40.758329999666735, -73.85036599984834 40.758367999895974, -73.85019799961884 40.75840999976592, -73.85003100011258 40.758457000204594, -73.84987200010391 40.758505999757865, -73.84970499969934 40.758562999942676, -73.84954800023883 40.75862399972815, -73.84876800026414 40.75895099986596, -73.84840400021608 40.759132000218266, -73.84693999962788 40.76005800012194, -73.84597499970526 40.76071700007519, -73.84536299996006 40.76112199992831, -73.84513700000426 40.76126499990016, -73.8446900001155 40.76154899986472, -73.84445800031193 40.7617050002393, -73.84408500004304 40.76190800028757, -73.84371900034512 40.762070999864164, -73.84334899955095 40.76220699980606, -73.84293299962435 40.76233600013421, -73.84257000029952 40.76240500006451, -73.8423450001686 40.762454000109585, -73.84211400018992 40.7624900003141, -73.84188200038635 40.76251599992045, -73.8416470002097 40.76252999991363, -73.84141399968287 40.76252899971981, -73.8408739999077 40.76255900008457, -73.84000900044252 40.76257400026184, -73.8399230002288 40.76257499977457, -73.83969100042522 40.76258700004987, -73.83944100017996 40.76260399992583, -73.83854599967924 40.762634000256725, -73.83817400013356 40.76264899973666, -73.83772899989464 40.76268199994147, -73.83762400031266 40.76269800028227, -73.83740000000667 40.76272099991494, -73.8369170001329 40.76276699983677, -73.83657499982614 40.76279300001518, -73.83641900019053 40.762809000329305, -73.8360500001196 40.762836000000085, -73.8355930001851 40.76285299981236, -73.83530600012993 40.762838999887215, -73.83492600018833 40.762826000148486, -73.83486500008897 40.76282399976975, -73.83433500035954 40.76282200007136, -73.8332909998959 40.76281399991634, -73.83316200002447 40.762844000152405, -73.83205700035977 40.763102000126885, -73.83130999999706 40.76328400024483, -73.83020899963202 40.76354599990588, -73.82873599972129 40.763907000094534, -73.82811399993037 40.7640559998627, -73.82608600017586 40.764382000327544, -73.82594200023581 40.764350999938905, -73.82603299957411 40.76425800004697, -73.82819699977105 40.76379599984008, -73.82867299997211 40.7636710003307, -73.82964000044285 40.76340400025932, -73.83052099980155 40.76316900025443, -73.83116500023212 40.76297699999268, -73.83188900013027 40.76282300026077, -73.83314899960568 40.76266900017198, -73.83326300030681 40.76264899973666, -73.8343400003824 40.762662999701824, -73.8348530003934 40.76268199994147, -73.83555700020008 40.76270800015313, -73.8358030002474 40.76270699996199, -73.83601199958645 40.76269300000605, -73.83639300025128 40.76265100012066, -73.83655200025993 40.762634999768544, -73.83689399966838 40.762602000220824, -73.83692700017865 40.76259900032299, -73.83732600038681 40.76255900008457, -73.83758999997745 40.762535999715425, -73.83855400007515 40.76250600002071, -73.83875200044187 40.76250899992278, -73.83934400009558 40.762486000216754, -73.83961400043232 40.762472999728566, -73.83969499972486 40.76246699992108, -73.83980600005295 40.76246200030794, -73.84043399969165 40.762454000109585, -73.84072900014274 40.76244400020052, -73.84102000039589 40.762419000081074, -73.84113400019869 40.76241200007318, -73.84124200015374 40.7624020001578, -73.842113000365 40.76226899984733, -73.84239700004714 40.762224999977626, -73.84283100041542 40.762079000108564, -73.843716999797 40.761738999757675, -73.84454600017547 40.76129500015501, -73.84585199968161 40.7604550001493, -73.84633899975333 40.76018999986458, -73.84763099991409 40.759278999998834, -73.84796700037306 40.75908500025685, -73.84831299997947 40.758900999711834, -73.84866799980671 40.758726999807756, -73.84903100002987 40.758564000196166, -73.84940299957555 40.758412000277495, -73.8497659997987 40.75827999972597, -73.85013200039491 40.75815500004973, -73.85050200029076 40.758033999823546, -73.85087499966136 40.757919000276075, -73.85124999958008 40.7578089998127, -73.85156199974962 40.75772899967071, -73.85162799987185 40.75770500008563, -73.85219100011156 40.75756699992185, -73.85241000039468 40.75753399989937, -73.85272300038912 40.75753099977281, -73.8528279999711 40.75754300027828, -73.85293299955309 40.7575600000834, -73.85303499966034 40.757583000133046, -73.85313500011777 40.75760999988525, -73.85323300002706 40.75764299986999, -73.85332699973839 40.757680999811484, -73.85341799997498 40.75772399970115, -73.85368599976357 40.75787700009586, -73.85438899974537 40.75825000015173, -73.8544959998755 40.75827900014867, -73.85462899994488 40.75830699987559, -73.85476600021225 40.75832799983315, -73.85490900032738 40.75833599984765, -73.85505400009232 40.758329999666735, -73.85530199978945 40.758292999673344)"
131,11019626768016,245416,Northern,,,,,,,M,,,,,142.0,Blvd,Northern Blvd,S1200,"LINESTRING (-73.82594200023581 40.764350999938905, -73.82348199976286 40.764651999677234, -73.820667000361 40.76499099993842, -73.81943499957639 40.76513799968878, -73.81732499980612 40.76535400006505, -73.8165289999379 40.76533700021209, -73.81617499993558 40.76532400028156, -73.81516700035527 40.76526600029887, -73.81413200011247 40.76518199967118, -73.81292000031767 40.76505700004704, -73.81195500039506 40.76486800027232, -73.81099299994719 40.764705000070954, -73.81005499978875 40.764377000178065, -73.809135000072 40.76407000021189, -73.80823100024875 40.76379800018956, -73.80733499992311 40.763498000164695, -73.80643100009988 40.76319400009177, -73.80552700027664 40.762889999989156, -73.80463099995102 40.762588999755316, -73.80374100037149 40.76213300003229, -73.80364000008915 40.762036999835196, -73.80332200007183 40.76179000002323, -73.80289600009947 40.761462000033234, -73.80204900017763 40.760835999741985, -73.80119100038516 40.76019800033538, -73.80083400000979 40.7599709996998, -73.8003000000824 40.759701999942365, -73.79940100028203 40.759396999957836, -73.79850199958334 40.759071000218505, -73.79760299978298 40.75874399999054, -73.79670499980753 40.75841799977056, -73.79580400035732 40.75809099973261, -73.79493200032115 40.75779800030073, -73.79402500012486 40.757736000171825, -73.79303000006504 40.757756000044125, -73.7920690003404 40.75777599991041, -73.79122200041854 40.757798999885274, -73.79031500022228 40.75782300011687, -73.78942800011747 40.75784799992357, -73.78849599980684 40.75787299972092, -73.78757500026516 40.75789800018926, -73.78666600041905 40.75794700015464, -73.78566200013837 40.75796099974924, -73.78339199963622 40.75775799989492, -73.78215300007724 40.75764299986999, -73.78107400035181 40.75759300009296, -73.7801019998582 40.7576260000861, -73.77941800014298 40.757690999756655, -73.77916000040013 40.75774699969405, -73.77827099974719 40.757981999816096, -73.77766700039793 40.7581480002732, -73.77740299990897 40.758213999692124, -73.7772000004177 40.75826900029194, -73.77701600029467 40.758319000240974, -73.77647499979628 40.75846700003304, -73.77557000014814 40.75868099981176, -73.77468700024129 40.75891999966596, -73.77422500028393 40.759043000132934, -73.77378099986991 40.759165000127865, -73.77291600040473 40.75939800019878, -73.77203500014771 40.75963599995953, -73.77182000006256 40.75968900027054, -73.77114899986783 40.75986699995305, -73.77027500018183 40.76008299976859, -73.7693370000234 40.76025400020215, -73.76845900013943 40.760383999783784, -73.76752000015608 40.76049200030011, -73.76660399973898 40.76064799975339, -73.76568999987 40.76080199976171, -73.76477099997814 40.760947999714105, -73.76385399973611 40.761095999776614, -73.76292800017156 40.76124700014905, -73.7620229996251 40.76139200027388, -73.7617480001638 40.76143700022486, -73.76110100025852 40.76154899986472, -73.76085199983817 40.76158399967094, -73.7603050003903 40.761683999987746, -73.75940900006468 40.76184100024967, -73.75848099995198 40.76199500021565, -73.75811500025411 40.76205399985182, -73.75717999957043 40.762209999721584, -73.75704599967611 40.76223399972138, -73.7569119997818 40.76225700019504, -73.75664599964303 40.762332000027556, -73.75611799956343 40.762437999710045, -73.75587999991205 40.7624979998277, -73.75432400016066 40.762836000000085, -73.75195300027448 40.763360999961535, -73.75160000009707 40.76343899976915, -73.75078599978718 40.76361899997023, -73.74876999972825 40.76407999987627, -73.74706199964089 40.76446000029774, -73.74687500004315 40.764518999786915, -73.74615600016784 40.764770000303514, -73.7457450002641 40.76491400006898, -73.74428200039912 40.76535799998983, -73.74303399972098 40.76546599990821, -73.74214300031655 40.76553100007686, -73.74125899968647 40.76570700015162, -73.74088299994284 40.76584599988899, -73.74045299977253 40.76605999972396, -73.74005399956435 40.76628599983794, -73.73963799963776 40.766611000117656, -73.73927899961255 40.766925000125994, -73.73911499958102 40.7670590000895, -73.7387470002333 40.76737300002209, -73.73817499977277 40.76786599998012, -73.73753899973813 40.76840200014818, -73.73707400030605 40.76879500028376, -73.73694999955917 40.76890599967262, -73.73650000019568 40.769436999847294, -73.73629299960814 40.76968800015823, -73.73596000042052 40.77009900025181, -73.73549300044029 40.77067400016546, -73.73488499999475 40.771390999757664, -73.73480399980389 40.77148399987235, -73.73440200012098 40.77194599969746, -73.7340160003316 40.77238800016634, -73.73399200004216 40.77241500002735, -73.73396199990493 40.77244900018946)"
132,1101042271734,99424,Boston Post,,,,,,,M,,,,,531.0,Rd,Boston Post Rd,S1200,"LINESTRING (-73.81971900015682 40.8902059998925, -73.81961700004958 40.8902649996618, -73.81913599982565 40.890532000123905, -73.81846800000396 40.890883000068904, -73.81833400010966 40.89089999968423)"
133,1104699653231,177243,1,,,,,641.0,US Rte,U,,,,,,,US Rte 1,S1200,"LINESTRING (-73.81971900015682 40.8902059998925, -73.81961700004958 40.8902649996618, -73.81913599982565 40.890532000123905, -73.81846800000396 40.890883000068904, -73.81833400010966 40.89089999968423)"
134,1105045841190,187739,Broadway,,,,,,,M,,,,,661.0,Way,Broadway Way,S1200,"LINESTRING (-74.07712499973341 40.73766399968792, -74.07697300029577 40.73762800033397, -74.07632100036761 40.7374400000637, -74.07570700007429 40.7372630001311, -74.07555700028645 40.73722099983567, -74.07547199989764 40.73719700033563, -74.07534600039926 40.73717900019439, -74.07524699976675 40.73717900019439, -74.07509699997892 40.73719300007776, -74.07504900029835 40.73720400027577, -74.07500800029047 40.73721300000327)"
135,1105046717172,187850,7,,,,,586.0,State Rte,S,,,,,,,State Rte 7,S1200,"LINESTRING (-74.07660000002687 40.73881000013687, -74.07599900015234 40.73864100010779, -74.07597999988576 40.738634000318854, -74.07570399970123 40.73860599979435, -74.07535399989688 40.73860099974807, -74.07512899976597 40.73860400004817, -74.07481099974866 40.73862900027468, -74.07434600031657 40.73866800006475, -74.07391899962097 40.73872199994572)"
136,1105046698305,187842,7,,,,,586.0,State Rte,S,,,,,,,State Rte 7,S1200,"LINESTRING (-74.07660000002687 40.73881000013687, -74.07633499971301 40.73875200016318, -74.07598999993151 40.73872100007437, -74.0755959997462 40.73869699975416, -74.07512499956802 40.73872500024036, -74.07455200018087 40.73879099988114, -74.07432899969982 40.73880299968506, -74.07413700007918 40.738826000097234, -74.07395299995618 40.73887899998102, -74.07386099989466 40.73893900026081, -74.0737710003813 40.73902100028339)"
137,1105046692217,187832,Tonnele,,,,,,,M,,,,,125.0,Ave,Tonnele Ave,S1200,"LINESTRING (-74.060931000038 40.74855800012299, -74.0610010003582 40.74861499998992)"
138,1105046692223,187838,9,,,,,640.0,US Hwy,U,,,,,,,US Hwy 9,S1200,"LINESTRING (-74.060931000038 40.74855800012299, -74.0610010003582 40.74861499998992)"
139,11031808724866,248331,139,,,,,586.0,State Rte,S,,,,,,,State Rte 139,S1200,"LINESTRING (-74.06005700035199 40.738229000287696, -74.05972000006811 40.73800800017032, -74.0588179998947 40.737219999941765, -74.05653400004714 40.73525399974941, -74.05557300032251 40.7344219996816, -74.05445699988884 40.73345600006232, -74.05333600033062 40.732493999891744, -74.05264099984645 40.731922999756385, -74.05226900030078 40.73163899986, -74.05179499974953 40.73142400020128, -74.05145800036397 40.73134800023806, -74.05142999987655 40.73134800023806, -74.05110600001144 40.73127300017131, -74.05100599955404 40.7312559997723, -74.05049599991608 40.73125499978875, -74.05008800038541 40.731310000223885, -74.04996500036174 40.73132799991088)"
140,1106087438851,213550,Winant,,,,,,,M,,,,,125.0,Ave,Winant Ave,S1200,"LINESTRING (-74.03399800044706 40.85293900000422, -74.03346100014662 40.85282799977195, -74.03299300034146 40.85271700003315, -74.03294200028786 40.85269700021963, -74.03283599998264 40.85265200027735, -74.0326510000347 40.852552999889014, -74.03247199993457 40.8524489997198, -74.03237999987307 40.85238399970107, -74.03094200012245 40.85160500014895, -74.0307499996035 40.85152100002527, -74.03054999958697 40.85144999985385, -74.03034200007282 40.85139299989087, -74.02983699955945 40.85128100024993, -74.02977899983311 40.85126999991096, -74.02972299975663 40.85125500006355, -74.02946599983866 40.851197999932815, -74.02910500016365 40.85111899970631, -74.02902599962262 40.851100000308634, -74.02894600015499 40.85108199976563, -74.02837399969445 40.85094999993758, -74.02759899974265 40.850769999995386, -74.02739600025137 40.85072300033389, -74.02706499981527 40.85064599999233, -74.02684100040761 40.8505890000172, -74.02661000042892 40.85051999998169, -74.02630999995495 40.850414000240136, -74.02620899967262 40.85037299966641, -74.02595099992975 40.8502589998769, -74.02575900030912 40.85016400024222, -74.02557600001103 40.85008299967369, -74.02483399967117 40.84975500020953, -74.02413200041262 40.8494450001144, -74.02334400004202 40.8490969999895, -74.02251399983862 40.8487299999983, -74.02189399969751 40.848458999770386)"
141,1105319763451,190524,46,,,,,641.0,US Rte,U,,,,,,,US Rte 46,S1200,"LINESTRING (-74.02154200024333 40.848306999693975, -74.02189399969751 40.848458999770386, -74.02251399983862 40.8487299999983, -74.02334400004202 40.8490969999895, -74.02413200041262 40.8494450001144, -74.02483399967117 40.84975500020953, -74.02557600001103 40.85008299967369, -74.02575900030912 40.85016400024222, -74.02595099992975 40.8502589998769, -74.02620899967262 40.85037299966641, -74.02630999995495 40.850414000240136, -74.02661000042892 40.85051999998169, -74.02684100040761 40.8505890000172, -74.02706499981527 40.85064599999233, -74.02739600025137 40.85072300033389, -74.02759899974265 40.850769999995386, -74.02837399969445 40.85094999993758, -74.02894600015499 40.85108199976563, -74.02902599962262 40.851100000308634, -74.02910500016365 40.85111899970631, -74.02946599983866 40.851197999932815, -74.02972299975663 40.85125500006355, -74.02977899983311 40.85126999991096, -74.02983699955945 40.85128100024993, -74.03034200007282 40.85139299989087, -74.03054999958697 40.85144999985385, -74.0307499996035 40.85152100002527, -74.03094200012245 40.85160500014895, -74.03237999987307 40.85238399970107, -74.03247199993457 40.8524489997198, -74.0326510000347 40.852552999889014, -74.03283599998264 40.85265200027735, -74.03294200028786 40.85269700021963, -74.03299300034146 40.85271700003315, -74.03346100014662 40.85282799977195, -74.03399800044706 40.85293900000422, -74.03446799990202 40.853037999815776, -74.03452900000138 40.85305100023988, -74.03499000013385 40.85314599981212, -74.03708700038364 40.85358600016687, -74.03829300033065 40.85383799983848, -74.03918700010816 40.85402799998704, -74.03990299961042 40.85417999984953, -74.04075499955512 40.85436100020982, -74.04132000034296 40.85448100006345, -74.0422459999075 40.85467800020117, -74.04223599986176 40.85470300023888, -74.04463000021248 40.855225999896774, -74.04469100031184 40.85523899989154, -74.04477099977947 40.85525599982857, -74.04478699967298 40.85525999977319, -74.0467230002643 40.855668999796556, -74.04676000007423 40.85567600016535, -74.04763299993532 40.85585400007418, -74.04788800020344 40.85590200031887)"
142,11015503587618,238606,11th,,,,,,,M,,,,,125.0,Ave,11th Ave,S1200,"LINESTRING (-74.00984400027298 40.73937999983971, -74.00922300030696 40.74049599989554, -74.00909899956008 40.74075699968263, -74.00887699980224 40.741538999876376, -74.00869900042531 40.742361999705544, -74.00851699995212 40.743173999670915, -74.00837200018715 40.74396900005918, -74.00825900020925 40.74467399974735, -74.00812000029207 40.745374999683015, -74.00798499967456 40.74608800024753, -74.00793500034416 40.74639300003892, -74.00786599984887 40.746803000153996, -74.00771699988596 40.74750400010735, -74.00767900025112 40.747838999731925, -74.00763700041833 40.74817599984952)"
143,1105089087382,189378,1,,,,,641.0,US Rte,U,,,,,,,US Rte 1,S1200,"LINESTRING (-74.00152700031724 40.842808999769, -74.0014550003472 40.84291399978056, -74.00140900031646 40.842981000257666)"
144,11015503587282,238584,Lincoln,,,,,,,M,,,,,322.0,Hwy,Lincoln Hwy,S1200,"LINESTRING (-74.01085600005123 40.726164000323365, -74.01064299961591 40.72817200012156, -74.01054399988169 40.72910000029716, -74.0104879998052 40.72981799971173, -74.01039699956861 40.73055800010117, -74.0103399996672 40.73128899990221, -74.01027199989515 40.732010000119644, -74.0102550001767 40.732397999783686, -74.0101630001152 40.73316500021857, -74.01011100023666 40.733847999921714, -74.01007400042673 40.73424799970345, -74.0100429995663 40.73458899967079, -74.00998900003793 40.73529699984812, -74.0099299995884 40.736004000066345, -74.00984400027298 40.73696800033128, -74.00981400013573 40.73756599977499, -74.00985400031871 40.73814699996945, -74.00993499961125 40.73872199994572, -74.0099379999843 40.738888000162525, -74.0099239997406 40.73905399996515, -74.00989199995354 40.739218000306344, -74.00984400027298 40.73937999983971, -74.00922300030696 40.74049599989554, -74.00909899956008 40.74075699968263, -74.00887699980224 40.741538999876376, -74.00869900042531 40.742361999705544, -74.00851699995212 40.743173999670915, -74.00837200018715 40.74396900005918, -74.00825900020925 40.74467399974735, -74.00812000029207 40.745374999683015, -74.00798499967456 40.74608800024753, -74.00793500034416 40.74639300003892, -74.00786599984887 40.746803000153996, -74.00771699988596 40.74750400010735, -74.00767900025112 40.747838999731925, -74.00763700041833 40.74817599984952, -74.00762399999954 40.748268000055425, -74.00765199958862 40.748464000188, -74.00768199972585 40.74867199980798, -74.00772399955864 40.748826000337615, -74.00778399983311 40.7489760002809, -74.00786300037413 40.74912199966481, -74.00795799991037 40.74926100005754, -74.00806099984254 40.7494540001749, -74.00814600023135 40.74965399972321, -74.00820999980546 40.74985699982345, -74.00825500001129 40.7500640001491, -74.00828000012565 40.75027200020857, -74.00782900003895 40.75171399987387, -74.00759499968721 40.75239600000446, -74.00731299965491 40.7531079998114, -74.00702599959973 40.75379300022917, -74.00664599965813 40.754451000050636, -74.00559299987198 40.75589300026803, -74.00528800027345 40.756307999725024, -74.0048050003997 40.75697099985883, -74.003841000302 40.758297000023084, -74.00338299964429 40.75893000010522, -74.00316000006154 40.75923800024084, -74.00284299986912 40.75968600024119, -74.00259199979895 40.76003400001687, -74.0025320004228 40.760109000316476, -74.00237300041415 40.76032200002548, -74.00205799987158 40.76072199981957, -74.00162199985348 40.76134700029244, -74.00153700036297 40.76148699983221, -74.00143500025573 40.76161999966624, -74.00131600043004 40.76174599983649, -74.00118300036064 40.76186299997505, -74.00103600004756 40.76196800020324, -74.00029600025586 40.76253699990914, -73.9995530000911 40.76307499988375, -73.99937900001383 40.76319400009177, -73.99922099983007 40.76332599973022, -73.99907900043817 40.7634689997231, -73.99895700023943 40.76362000014765, -73.99848900043429 40.76424200008171, -73.9980409998223 40.764863000159394, -73.997574999667 40.765488999943734, -73.99712899960315 40.76610100003654, -73.9966669996458 40.7667400000623, -73.99622200030518 40.767352000200745, -73.99574500027921 40.76799000033229, -73.99484899995358 40.769256999756124)"
145,110460981792,62785,Manhattan,,,,,,,M,,,,,147.0,Brg,Manhattan Brg,S1200,"LINESTRING (-73.99536500033761 40.71576400016808, -73.99449999997412 40.71423100015992, -73.99420899972098 40.71372799973619, -73.9938649997644 40.713073999811, -73.99352599983068 40.712377999956026, -73.993154000285 40.71169499983872, -73.99263600025115 40.71079399976907, -73.99260100009104 40.710723999789856, -73.99207499966127 40.709770999950706, -73.9920279998056 40.709692999840904, -73.99197000007929 40.70958600021386, -73.99193900011714 40.70952799996233, -73.9893809997349 40.70513700013761)"
146,1105044325432,187371,Brooklyn,,,,,,,M,,,,,147.0,Brg,Brooklyn Brg,S1200,"LINESTRING (-73.99449800032428 40.70431799974743, -73.9944420002478 40.704273999673404, -73.9934360003173 40.70333600006392, -73.99253800034184 40.70263900016444, -73.99242500036395 40.70255099981192, -73.99227999970068 40.70244900032584, -73.99124100015823 40.701666999757606, -73.9900279996402 40.70075099971857, -73.98974099958501 40.7005649996784, -73.9896619999423 40.700511999927016, -73.98949500043604 40.70039699967897, -73.98906699991555 40.70008900016868, -73.98889200001337 40.69994699987942, -73.98874100040062 40.69978399992239, -73.98867299973024 40.69968600007383, -73.98862800042272 40.69960600017392, -73.98858300021688 40.69948799970351, -73.98852600031546 40.69932700023092, -73.98853299998815 40.699196000030305)"
